1	24	1	1.00000
1	25	1	1.00000
1	26	1	1.00000
1	27	1	1.00000
1	28	1	1.00000
1	29	1	1.00000
1	30	1	1.00000
1	31	1	1.00000
1	32	1	1.00000
1	33	1	1.00000
12	24	2	1.00000
12	25	2	1.00000
12	26	2	1.00000
12	27	2	1.00000
12	28	2	1.00000
12	29	2	1.00000
12	30	2	1.00000
12	31	2	1.00000
12	32	2	1.00000
12	33	2	1.00000
1	24	3	1.00000
1	25	3	1.00000
1	26	3	1.00000
1	27	3	1.00000
1	28	3	1.00000
1	29	3	1.00000
1	30	3	1.00000
1	31	3	1.00000
1	32	3	1.00000
1	33	3	1.00000
1	1	4	1.00000
2	1	5	1.00000
3	1	6	1.00000
4	1	7	1.00000
5	1	8	1.00000
6	1	9	1.00000
7	1	10	1.00000
8	1	11	1.00000
9	1	12	1.00000
10	1	13	1.00000
11	1	14	1.00000
12	1	15	1.00000
13	1	16	1.00000
14	1	17	1.00000
15	1	18	1.00000
16	1	19	1.00000
17	1	20	1.00000
18	1	21	1.00000
19	1	22	1.00000
20	1	23	1.00000
21	1	24	1.00000
22	1	25	1.00000
23	1	26	1.00000
24	1	27	1.00000
25	1	28	1.00000
26	1	29	1.00000
27	1	30	1.00000
28	1	31	1.00000
29	1	32	1.00000
30	1	33	1.00000
31	1	34	1.00000
32	1	35	1.00000
33	1	36	1.00000
34	1	37	1.00000
35	1	38	1.00000
36	1	39	1.00000
37	1	40	1.00000
38	1	41	1.00000
39	1	42	1.00000
40	1	43	1.00000
41	1	44	1.00000
42	1	45	1.00000
43	1	46	1.00000
44	1	47	1.00000
45	1	48	1.00000
46	1	49	1.00000
47	1	50	1.00000
48	1	51	1.00000
49	1	52	1.00000
50	1	53	1.00000
51	1	54	1.00000
52	1	55	1.00000
53	1	56	1.00000
54	1	57	1.00000
55	1	58	1.00000
56	1	59	1.00000
57	1	60	1.00000
58	1	61	1.00000
59	1	62	1.00000
60	1	63	1.00000
61	1	64	1.00000
62	1	65	1.00000
63	1	66	1.00000
64	1	67	1.00000
1	2	68	1.00000
2	2	69	1.00000
3	2	70	1.00000
4	2	71	1.00000
5	2	72	1.00000
6	2	73	1.00000
7	2	74	1.00000
8	2	75	1.00000
9	2	76	1.00000
10	2	77	1.00000
11	2	78	1.00000
12	2	79	1.00000
13	2	80	1.00000
14	2	81	1.00000
15	2	82	1.00000
16	2	83	1.00000
17	2	84	1.00000
18	2	85	1.00000
19	2	86	1.00000
20	2	87	1.00000
21	2	88	1.00000
22	2	89	1.00000
23	2	90	1.00000
24	2	91	1.00000
25	2	92	1.00000
26	2	93	1.00000
27	2	94	1.00000
28	2	95	1.00000
29	2	96	1.00000
30	2	97	1.00000
31	2	98	1.00000
32	2	99	1.00000
33	2	100	1.00000
34	2	101	1.00000
35	2	102	1.00000
