1	1	1	1
1	2	1	1
1	3	1	1
1	4	1	1
1	5	1	1
5	1	2	1
5	2	2	1
5	3	2	1
5	4	2	1
5	5	2	1
1	1	3	1
1	2	3	1
1	3	3	1
1	4	3	1
1	5	3	1
1	1	4	1
1	2	4	1
1	3	4	1
1	4	4	1
1	5	4	1
2	1	5	1
2	2	5	1
2	3	5	1
2	4	5	1
2	5	5	1
3	1	6	1
3	2	6	1
3	3	6	1
3	4	6	1
3	5	6	1
4	1	7	1
4	2	7	1
4	3	7	1
4	4	7	1
4	5	7	1
5	1	8	1
5	2	8	1
5	3	8	1
5	4	8	1
5	5	8	1
6	1	9	1
6	2	9	1
6	3	9	1
6	4	9	1
6	5	9	1
7	1	10	1
7	2	10	1
7	3	10	1
7	4	10	1
7	5	10	1
8	1	11	1
8	2	11	1
8	3	11	1
8	4	11	1
8	5	11	1
9	1	12	1
9	2	12	1
9	3	12	1
9	4	12	1
9	5	12	1
10	1	13	1
10	2	13	1
10	3	13	1
10	4	13	1
10	5	13	1
11	1	14	1
11	2	14	1
11	3	14	1
11	4	14	1
11	5	14	1
12	1	15	1
12	2	15	1
12	3	15	1
12	4	15	1
12	5	15	1
13	1	16	1
13	2	16	1
13	3	16	1
13	4	16	1
13	5	16	1
14	1	17	1
14	2	17	1
14	3	17	1
14	4	17	1
14	5	17	1
15	1	18	1
15	2	18	1
15	3	18	1
15	4	18	1
15	5	18	1
16	1	19	1
16	2	19	1
16	3	19	1
16	4	19	1
16	5	19	1
17	1	20	1
17	2	20	1
17	3	20	1
17	4	20	1
17	5	20	1
18	1	21	1
18	2	21	1
18	3	21	1
18	4	21	1
18	5	21	1
19	1	22	1
19	2	22	1
19	3	22	1
19	4	22	1
19	5	22	1
20	1	23	1
20	2	23	1
20	3	23	1
20	4	23	1
20	5	23	1
21	1	24	1
21	2	24	1
21	3	24	1
21	4	24	1
21	5	24	1
22	1	25	1
22	2	25	1
22	3	25	1
22	4	25	1
22	5	25	1
23	1	26	1
23	2	26	1
23	3	26	1
23	4	26	1
23	5	26	1
24	1	27	1
24	2	27	1
24	3	27	1
24	4	27	1
24	5	27	1
25	1	28	1
25	2	28	1
25	3	28	1
25	4	28	1
25	5	28	1
26	1	29	1
26	2	29	1
26	3	29	1
26	4	29	1
26	5	29	1
27	1	30	1
27	2	30	1
27	3	30	1
27	4	30	1
27	5	30	1
28	1	31	1
28	2	31	1
28	3	31	1
28	4	31	1
28	5	31	1
29	1	32	1
29	2	32	1
29	3	32	1
29	4	32	1
29	5	32	1
30	1	33	1
30	2	33	1
30	3	33	1
30	4	33	1
30	5	33	1
31	1	34	1
31	2	34	1
31	3	34	1
31	4	34	1
31	5	34	1
32	1	35	1
32	2	35	1
32	3	35	1
32	4	35	1
32	5	35	1
33	1	36	1
33	2	36	1
33	3	36	1
33	4	36	1
33	5	36	1
34	1	37	1
34	2	37	1
34	3	37	1
34	4	37	1
34	5	37	1
35	1	38	1
35	2	38	1
35	3	38	1
35	4	38	1
35	5	38	1
36	1	39	1
36	2	39	1
36	3	39	1
36	4	39	1
36	5	39	1
37	1	40	1
37	2	40	1
37	3	40	1
37	4	40	1
37	5	40	1
38	1	41	1
38	2	41	1
38	3	41	1
38	4	41	1
38	5	41	1
39	1	42	1
39	2	42	1
39	3	42	1
39	4	42	1
39	5	42	1
40	1	43	1
40	2	43	1
40	3	43	1
40	4	43	1
40	5	43	1
41	1	44	1
41	2	44	1
41	3	44	1
41	4	44	1
41	5	44	1
42	1	45	1
42	2	45	1
42	3	45	1
42	4	45	1
42	5	45	1
43	1	46	1
43	2	46	1
43	3	46	1
43	4	46	1
43	5	46	1
44	1	47	1
44	2	47	1
44	3	47	1
44	4	47	1
44	5	47	1
45	1	48	1
45	2	48	1
45	3	48	1
45	4	48	1
45	5	48	1
46	1	49	1
46	2	49	1
46	3	49	1
46	4	49	1
46	5	49	1
47	1	50	1
47	2	50	1
47	3	50	1
47	4	50	1
47	5	50	1
48	1	51	1
48	2	51	1
48	3	51	1
48	4	51	1
48	5	51	1
49	1	52	1
49	2	52	1
49	3	52	1
49	4	52	1
49	5	52	1
50	1	53	1
50	2	53	1
50	3	53	1
50	4	53	1
50	5	53	1
51	1	54	1
51	2	54	1
51	3	54	1
51	4	54	1
51	5	54	1
52	1	55	1
52	2	55	1
52	3	55	1
52	4	55	1
52	5	55	1
53	1	56	1
53	2	56	1
53	3	56	1
53	4	56	1
53	5	56	1
54	1	57	1
54	2	57	1
54	3	57	1
54	4	57	1
54	5	57	1
55	1	58	1
55	2	58	1
55	3	58	1
55	4	58	1
55	5	58	1
56	1	59	1
56	2	59	1
56	3	59	1
56	4	59	1
56	5	59	1
57	1	60	1
57	2	60	1
57	3	60	1
57	4	60	1
57	5	60	1
58	1	61	1
58	2	61	1
58	3	61	1
58	4	61	1
58	5	61	1
59	1	62	1
59	2	62	1
59	3	62	1
59	4	62	1
59	5	62	1
60	1	63	1
60	2	63	1
60	3	63	1
60	4	63	1
60	5	63	1
61	1	64	1
61	2	64	1
61	3	64	1
61	4	64	1
61	5	64	1
62	1	65	1
62	2	65	1
62	3	65	1
62	4	65	1
62	5	65	1
63	1	66	1
63	2	66	1
63	3	66	1
63	4	66	1
63	5	66	1
64	1	67	1
64	2	67	1
64	3	67	1
64	4	67	1
64	5	67	1
