X,CH1,CH2,
Second,Volt,Volt,
-2.55300e-01,-1.44e-01,4.00e-02,
-2.55200e-01,-1.44e-01,-7.99e-02,
-2.55100e-01,-1.44e-01,0.00e+00,
-2.55000e-01,-1.48e-01,-7.99e-02,
-2.54900e-01,-1.48e-01,-2.00e-02,
-2.54800e-01,-1.48e-01,-7.99e-02,
-2.54700e-01,-1.48e-01,-1.00e-01,
-2.54600e-01,-1.48e-01,-7.99e-02,
-2.54500e-01,-1.48e-01,-1.40e-01,
-2.54400e-01,-1.56e-01,-7.99e-02,
-2.54300e-01,-1.48e-01,-1.60e-01,
-2.54200e-01,-1.60e-01,-6.00e-02,
-2.54100e-01,-1.56e-01,-1.80e-01,
-2.54000e-01,-1.64e-01,-6.00e-02,
-2.53900e-01,-1.64e-01,-1.60e-01,
-2.53800e-01,-1.64e-01,-6.00e-02,
-2.53700e-01,-1.76e-01,-1.40e-01,
-2.53600e-01,-1.64e-01,-7.99e-02,
-2.53500e-01,-1.80e-01,-1.00e-01,
-2.53400e-01,-1.64e-01,-7.99e-02,
-2.53300e-01,-1.76e-01,-2.00e-02,
-2.53200e-01,-1.72e-01,-7.99e-02,
-2.53100e-01,-1.72e-01,-2.00e-02,
-2.53000e-01,-1.72e-01,-1.00e-01,
-2.52900e-01,-1.76e-01,0.00e+00,
-2.52800e-01,-1.72e-01,-1.00e-01,
-2.52700e-01,-1.72e-01,-2.00e-02,
-2.52600e-01,-1.76e-01,-7.99e-02,
-2.52500e-01,-1.64e-01,-2.00e-02,
-2.52400e-01,-1.76e-01,-7.99e-02,
-2.52300e-01,-1.64e-01,-6.00e-02,
-2.52200e-01,-1.80e-01,-6.00e-02,
-2.52100e-01,-1.68e-01,-7.99e-02,
-2.52000e-01,-1.80e-01,-7.99e-02,
-2.51900e-01,-1.64e-01,-1.00e-01,
-2.51800e-01,-1.80e-01,-6.00e-02,
-2.51700e-01,-1.72e-01,-6.00e-02,
-2.51600e-01,-1.84e-01,-6.00e-02,
-2.51500e-01,-1.76e-01,-6.00e-02,
-2.51400e-01,-1.84e-01,-7.99e-02,
-2.51300e-01,-1.80e-01,-2.00e-02,
-2.51200e-01,-1.80e-01,-6.00e-02,
-2.51100e-01,-1.84e-01,0.00e+00,
-2.51000e-01,-1.76e-01,-1.00e-01,
-2.50900e-01,-1.92e-01,-2.00e-02,
-2.50800e-01,-1.76e-01,-1.20e-01,
-2.50700e-01,-1.96e-01,-7.99e-02,
-2.50600e-01,-1.76e-01,-1.20e-01,
-2.50500e-01,-1.84e-01,-1.40e-01,
-2.50400e-01,-1.80e-01,-1.00e-01,
-2.50300e-01,-1.80e-01,-2.00e-01,
-2.50200e-01,-1.92e-01,-6.00e-02,
-2.50100e-01,-1.84e-01,-2.60e-01,
-2.50000e-01,-1.92e-01,-2.00e-02,
-2.49900e-01,-1.84e-01,-2.80e-01,
-2.49800e-01,-1.92e-01,0.00e+00,
-2.49700e-01,-1.88e-01,-2.20e-01,
-2.49600e-01,-2.08e-01,-2.00e-02,
-2.49500e-01,-2.04e-01,-1.00e-01,
-2.49400e-01,-2.04e-01,-1.20e-01,
-2.49300e-01,-2.04e-01,2.00e-02,
-2.49200e-01,-1.96e-01,-1.80e-01,
-2.49100e-01,-2.00e-01,7.99e-02,
-2.49000e-01,-2.00e-01,-2.20e-01,
-2.48900e-01,-1.96e-01,1.00e-01,
-2.48800e-01,-2.04e-01,-2.00e-01,
-2.48700e-01,-1.88e-01,1.20e-01,
-2.48600e-01,-2.08e-01,-1.60e-01,
-2.48500e-01,-1.84e-01,4.00e-02,
-2.48400e-01,-1.96e-01,-1.00e-01,
-2.48300e-01,-1.96e-01,-7.99e-02,
-2.48200e-01,-1.92e-01,-6.00e-02,
-2.48100e-01,-2.00e-01,-1.40e-01,
-2.48000e-01,-1.92e-01,0.00e+00,
-2.47900e-01,-1.96e-01,-1.80e-01,
-2.47800e-01,-1.96e-01,0.00e+00,
-2.47700e-01,-2.04e-01,-1.60e-01,
-2.47600e-01,-1.92e-01,2.00e-02,
-2.47500e-01,-2.04e-01,-1.20e-01,
-2.47400e-01,-2.00e-01,2.00e-02,
-2.47300e-01,-2.00e-01,-1.00e-01,
-2.47200e-01,-2.00e-01,0.00e+00,
-2.47100e-01,-2.00e-01,-1.00e-01,
-2.47000e-01,-1.96e-01,0.00e+00,
-2.46900e-01,-1.96e-01,-7.99e-02,
-2.46800e-01,-2.00e-01,-2.00e-02,
-2.46700e-01,-1.96e-01,-6.00e-02,
-2.46600e-01,-1.96e-01,-1.20e-01,
-2.46500e-01,-2.00e-01,-1.00e-01,
-2.46400e-01,-1.88e-01,-1.60e-01,
-2.46300e-01,-2.04e-01,-6.00e-02,
-2.46200e-01,-2.00e-01,-1.60e-01,
-2.46100e-01,-2.04e-01,0.00e+00,
-2.46000e-01,-2.00e-01,-1.60e-01,
-2.45900e-01,-2.00e-01,-2.00e-02,
-2.45800e-01,-2.08e-01,-1.60e-01,
-2.45700e-01,-1.96e-01,-2.00e-02,
-2.45600e-01,-2.12e-01,-1.00e-01,
-2.45500e-01,-2.00e-01,-6.00e-02,
-2.45400e-01,-2.12e-01,-6.00e-02,
-2.45300e-01,-2.00e-01,-1.00e-01,
-2.45200e-01,-2.04e-01,-6.00e-02,
-2.45100e-01,-2.00e-01,-1.20e-01,
-2.45000e-01,-2.08e-01,-6.00e-02,
-2.44900e-01,-2.00e-01,-1.20e-01,
-2.44800e-01,-2.00e-01,-2.00e-02,
-2.44700e-01,-2.00e-01,-1.00e-01,
-2.44600e-01,-2.00e-01,-2.00e-02,
-2.44500e-01,-2.00e-01,-7.99e-02,
-2.44400e-01,-1.92e-01,-2.00e-02,
-2.44300e-01,-2.04e-01,-7.99e-02,
-2.44200e-01,-1.92e-01,-7.99e-02,
-2.44100e-01,-2.00e-01,-7.99e-02,
-2.44000e-01,-1.84e-01,-1.00e-01,
-2.43900e-01,-1.92e-01,-7.99e-02,
-2.43800e-01,-1.84e-01,-1.00e-01,
-2.43700e-01,-2.00e-01,-7.99e-02,
-2.43600e-01,-1.84e-01,-7.99e-02,
-2.43500e-01,-1.96e-01,-6.00e-02,
-2.43400e-01,-1.88e-01,-2.00e-02,
-2.43300e-01,-1.92e-01,-6.00e-02,
-2.43200e-01,-1.88e-01,0.00e+00,
-2.43100e-01,-1.84e-01,-7.99e-02,
-2.43000e-01,-1.96e-01,0.00e+00,
-2.42900e-01,-1.80e-01,-1.00e-01,
-2.42800e-01,-2.00e-01,-2.00e-02,
-2.42700e-01,-1.76e-01,-7.99e-02,
-2.42600e-01,-1.88e-01,-1.00e-01,
-2.42500e-01,-1.80e-01,-1.20e-01,
-2.42400e-01,-1.84e-01,-1.40e-01,
-2.42300e-01,-1.84e-01,-7.99e-02,
-2.42200e-01,-1.80e-01,-2.20e-01,
-2.42100e-01,-1.88e-01,-6.00e-02,
-2.42000e-01,-1.80e-01,-2.80e-01,
-2.41900e-01,-1.84e-01,-2.00e-02,
-2.41800e-01,-1.84e-01,-2.80e-01,
-2.41700e-01,-1.88e-01,-2.00e-02,
-2.41600e-01,-1.88e-01,-2.00e-01,
-2.41500e-01,-1.96e-01,-7.99e-02,
-2.41400e-01,-1.96e-01,-1.00e-01,
-2.41300e-01,-1.92e-01,-1.40e-01,
-2.41200e-01,-1.92e-01,2.00e-02,
-2.41100e-01,-1.84e-01,-1.80e-01,
-2.41000e-01,-1.84e-01,1.00e-01,
-2.40900e-01,-1.80e-01,-2.00e-01,
-2.40800e-01,-1.80e-01,1.40e-01,
-2.40700e-01,-1.80e-01,-2.00e-01,
-2.40600e-01,-1.72e-01,7.99e-02,
-2.40500e-01,-1.84e-01,-1.80e-01,
-2.40400e-01,-1.64e-01,-2.00e-02,
-2.40300e-01,-1.76e-01,-1.20e-01,
-2.40200e-01,-1.72e-01,-1.20e-01,
-2.40100e-01,-1.72e-01,-2.00e-02,
-2.40000e-01,-1.72e-01,-1.80e-01,
-2.39900e-01,-1.72e-01,0.00e+00,
-2.39800e-01,-1.72e-01,-1.80e-01,
-2.39700e-01,-1.64e-01,0.00e+00,
-2.39600e-01,-1.68e-01,-1.40e-01,
-2.39500e-01,-1.64e-01,2.00e-02,
-2.39400e-01,-1.72e-01,-1.00e-01,
-2.39300e-01,-1.68e-01,6.00e-02,
-2.39200e-01,-1.64e-01,-1.00e-01,
-2.39100e-01,-1.64e-01,0.00e+00,
-2.39000e-01,-1.64e-01,-1.20e-01,
-2.38900e-01,-1.60e-01,-6.00e-02,
-2.38800e-01,-1.56e-01,-7.99e-02,
-2.38700e-01,-1.56e-01,-7.99e-02,
-2.38600e-01,-1.56e-01,-7.99e-02,
-2.38500e-01,-1.48e-01,-1.00e-01,
-2.38400e-01,-1.56e-01,-6.00e-02,
-2.38300e-01,-1.48e-01,-1.40e-01,
-2.38200e-01,-1.56e-01,-6.00e-02,
-2.38100e-01,-1.48e-01,-1.40e-01,
-2.38000e-01,-1.52e-01,-2.00e-02,
-2.37900e-01,-1.48e-01,-1.40e-01,
-2.37800e-01,-1.44e-01,-7.99e-02,
-2.37700e-01,-1.52e-01,-1.60e-01,
-2.37600e-01,-1.48e-01,-7.99e-02,
-2.37500e-01,-1.56e-01,-1.20e-01,
-2.37400e-01,-1.40e-01,-7.99e-02,
-2.37300e-01,-1.56e-01,-6.00e-02,
-2.37200e-01,-1.40e-01,-1.00e-01,
-2.37100e-01,-1.44e-01,-2.00e-02,
-2.37000e-01,-1.40e-01,-1.20e-01,
-2.36900e-01,-1.44e-01,-6.00e-02,
-2.36800e-01,-1.40e-01,-1.20e-01,
-2.36700e-01,-1.40e-01,-2.00e-02,
-2.36600e-01,-1.32e-01,-1.00e-01,
-2.36500e-01,-1.28e-01,-6.00e-02,
-2.36400e-01,-1.24e-01,-7.99e-02,
-2.36300e-01,-1.24e-01,-7.99e-02,
-2.36200e-01,-1.28e-01,-1.00e-01,
-2.36100e-01,-1.16e-01,-1.00e-01,
-2.36000e-01,-1.32e-01,-7.99e-02,
-2.35900e-01,-1.16e-01,-7.99e-02,
-2.35800e-01,-1.24e-01,-2.00e-02,
-2.35700e-01,-1.04e-01,-6.00e-02,
-2.35600e-01,-1.24e-01,-6.00e-02,
-2.35500e-01,-1.08e-01,-6.00e-02,
-2.35400e-01,-1.20e-01,-6.00e-02,
-2.35300e-01,-1.12e-01,-2.00e-02,
-2.35200e-01,-1.16e-01,-7.99e-02,
-2.35100e-01,-1.08e-01,0.00e+00,
-2.35000e-01,-1.00e-01,-6.00e-02,
-2.34900e-01,-1.20e-01,-2.00e-02,
-2.34800e-01,-1.00e-01,-1.20e-01,
-2.34700e-01,-1.16e-01,-6.00e-02,
-2.34600e-01,-8.40e-02,-1.20e-01,
-2.34500e-01,-1.00e-01,-1.20e-01,
-2.34400e-01,-9.20e-02,-1.20e-01,
-2.34300e-01,-9.20e-02,-1.80e-01,
-2.34200e-01,-1.00e-01,-7.99e-02,
-2.34100e-01,-8.40e-02,-2.40e-01,
-2.34000e-01,-9.20e-02,-2.00e-02,
-2.33900e-01,-8.40e-02,-2.60e-01,
-2.33800e-01,-9.20e-02,0.00e+00,
-2.33700e-01,-9.20e-02,-2.60e-01,
-2.33600e-01,-9.20e-02,0.00e+00,
-2.33500e-01,-9.20e-02,-1.80e-01,
-2.33400e-01,-8.79e-02,-6.00e-02,
-2.33300e-01,-9.20e-02,-2.00e-02,
-2.33200e-01,-8.79e-02,-1.20e-01,
-2.33100e-01,-8.79e-02,6.00e-02,
-2.33000e-01,-7.59e-02,-1.80e-01,
-2.32900e-01,-7.99e-02,1.40e-01,
-2.32800e-01,-7.59e-02,-2.20e-01,
-2.32700e-01,-6.80e-02,1.40e-01,
-2.32600e-01,-7.99e-02,-2.00e-01,
-2.32500e-01,-5.60e-02,6.00e-02,
-2.32400e-01,-7.59e-02,-1.40e-01,
-2.32300e-01,-5.20e-02,-2.00e-02,
-2.32200e-01,-6.00e-02,-7.99e-02,
-2.32100e-01,-6.00e-02,-1.20e-01,
-2.32000e-01,-5.20e-02,-2.00e-02,
-2.31900e-01,-5.20e-02,-1.80e-01,
-2.31800e-01,-5.20e-02,2.00e-02,
-2.31700e-01,-5.60e-02,-1.60e-01,
-2.31600e-01,-4.80e-02,4.00e-02,
-2.31500e-01,-5.20e-02,-1.60e-01,
-2.31400e-01,-4.40e-02,2.00e-02,
-2.31300e-01,-4.80e-02,-1.00e-01,
-2.31200e-01,-4.40e-02,2.00e-02,
-2.31100e-01,-3.60e-02,-1.20e-01,
-2.31000e-01,-4.00e-02,-2.00e-02,
-2.30900e-01,-3.60e-02,-1.20e-01,
-2.30800e-01,-3.60e-02,-2.00e-02,
-2.30700e-01,-3.60e-02,-7.99e-02,
-2.30600e-01,-3.60e-02,-7.99e-02,
-2.30500e-01,-3.20e-02,-6.00e-02,
-2.30400e-01,-2.40e-02,-1.20e-01,
-2.30300e-01,-2.80e-02,-6.00e-02,
-2.30200e-01,-2.40e-02,-1.40e-01,
-2.30100e-01,-2.80e-02,-2.00e-02,
-2.30000e-01,-2.40e-02,-1.60e-01,
-2.29900e-01,-2.40e-02,-2.00e-02,
-2.29800e-01,-2.40e-02,-1.60e-01,
-2.29700e-01,-1.60e-02,-6.00e-02,
-2.29600e-01,-2.80e-02,-1.60e-01,
-2.29500e-01,-1.60e-02,-7.99e-02,
-2.29400e-01,-2.40e-02,-1.20e-01,
-2.29300e-01,-1.20e-02,-7.99e-02,
-2.29200e-01,-2.40e-02,-6.00e-02,
-2.29100e-01,-1.20e-02,-1.00e-01,
-2.29000e-01,-1.60e-02,-2.00e-02,
-2.28900e-01,-8.00e-03,-1.20e-01,
-2.28800e-01,-1.60e-02,-2.00e-02,
-2.28700e-01,-8.00e-03,-1.00e-01,
-2.28600e-01,0.00e+00,-2.00e-02,
-2.28500e-01,-4.00e-03,-1.00e-01,
-2.28400e-01,0.00e+00,-7.99e-02,
-2.28300e-01,0.00e+00,-7.99e-02,
-2.28200e-01,1.20e-02,-2.00e-02,
-2.28100e-01,0.00e+00,-7.99e-02,
-2.28000e-01,1.60e-02,-7.99e-02,
-2.27900e-01,8.00e-03,-7.99e-02,
-2.27800e-01,2.40e-02,-7.99e-02,
-2.27700e-01,8.00e-03,-6.00e-02,
-2.27600e-01,3.20e-02,-6.00e-02,
-2.27500e-01,1.20e-02,-6.00e-02,
-2.27400e-01,2.40e-02,-6.00e-02,
-2.27300e-01,1.60e-02,-6.00e-02,
-2.27200e-01,2.40e-02,-2.00e-02,
-2.27100e-01,3.20e-02,-6.00e-02,
-2.27000e-01,3.20e-02,2.00e-02,
-2.26900e-01,4.40e-02,-7.99e-02,
-2.26800e-01,2.00e-02,0.00e+00,
-2.26700e-01,4.80e-02,-1.20e-01,
-2.26600e-01,2.80e-02,-2.00e-02,
-2.26500e-01,4.40e-02,-1.00e-01,
-2.26400e-01,4.00e-02,-1.20e-01,
-2.26300e-01,4.80e-02,-1.00e-01,
-2.26200e-01,4.80e-02,-2.00e-01,
-2.26100e-01,4.00e-02,-7.99e-02,
-2.26000e-01,4.80e-02,-2.60e-01,
-2.25900e-01,4.40e-02,-6.00e-02,
-2.25800e-01,5.20e-02,-2.80e-01,
-2.25700e-01,4.80e-02,-2.00e-02,
-2.25600e-01,4.80e-02,-2.40e-01,
-2.25500e-01,4.80e-02,-2.00e-02,
-2.25400e-01,4.40e-02,-1.40e-01,
-2.25300e-01,4.80e-02,-7.99e-02,
-2.25200e-01,4.80e-02,0.00e+00,
-2.25100e-01,5.60e-02,-1.60e-01,
-2.25000e-01,5.20e-02,6.00e-02,
-2.24900e-01,6.40e-02,-2.20e-01,
-2.24800e-01,5.60e-02,1.00e-01,
-2.24700e-01,6.00e-02,-2.40e-01,
-2.24600e-01,7.20e-02,7.99e-02,
-2.24500e-01,6.40e-02,-2.20e-01,
-2.24400e-01,8.79e-02,0.00e+00,
-2.24300e-01,7.20e-02,-1.40e-01,
-2.24200e-01,8.40e-02,-7.99e-02,
-2.24100e-01,7.99e-02,-6.00e-02,
-2.24000e-01,7.59e-02,-1.20e-01,
-2.23900e-01,7.99e-02,2.00e-02,
-2.23800e-01,7.99e-02,-1.60e-01,
-2.23700e-01,8.79e-02,2.00e-02,
-2.23600e-01,8.40e-02,-1.60e-01,
-2.23500e-01,9.60e-02,2.00e-02,
-2.23400e-01,8.40e-02,-1.40e-01,
-2.23300e-01,8.79e-02,-2.00e-02,
-2.23200e-01,9.20e-02,-1.40e-01,
-2.23100e-01,9.60e-02,-2.00e-02,
-2.23000e-01,9.60e-02,-1.20e-01,
-2.22900e-01,1.04e-01,0.00e+00,
-2.22800e-01,1.00e-01,-1.00e-01,
-2.22700e-01,1.04e-01,-2.00e-02,
-2.22600e-01,1.04e-01,-7.99e-02,
-2.22500e-01,1.04e-01,-7.99e-02,
-2.22400e-01,1.04e-01,-6.00e-02,
-2.22300e-01,1.20e-01,-1.20e-01,
-2.22200e-01,1.08e-01,-6.00e-02,
-2.22100e-01,1.20e-01,-1.40e-01,
-2.22000e-01,1.08e-01,-7.99e-02,
-2.21900e-01,1.08e-01,-1.80e-01,
-2.21800e-01,1.16e-01,-6.00e-02,
-2.21700e-01,1.12e-01,-1.80e-01,
-2.21600e-01,1.24e-01,-7.99e-02,
-2.21500e-01,1.04e-01,-1.20e-01,
-2.21400e-01,1.28e-01,-7.99e-02,
-2.21300e-01,1.08e-01,-7.99e-02,
-2.21200e-01,1.24e-01,-1.00e-01,
-2.21100e-01,1.20e-01,-2.00e-02,
-2.21000e-01,1.24e-01,-1.00e-01,
-2.20900e-01,1.28e-01,-2.00e-02,
-2.20800e-01,1.28e-01,-1.00e-01,
-2.20700e-01,1.24e-01,-6.00e-02,
-2.20600e-01,1.32e-01,-1.20e-01,
-2.20500e-01,1.32e-01,0.00e+00,
-2.20400e-01,1.36e-01,-7.99e-02,
-2.20300e-01,1.40e-01,-2.00e-02,
-2.20200e-01,1.40e-01,-7.99e-02,
-2.20100e-01,1.44e-01,-2.00e-02,
-2.20000e-01,1.36e-01,-6.00e-02,
-2.19900e-01,1.48e-01,-1.00e-01,
-2.19800e-01,1.36e-01,-1.00e-01,
-2.19700e-01,1.56e-01,-1.20e-01,
-2.19600e-01,1.40e-01,-7.99e-02,
-2.19500e-01,1.48e-01,-1.00e-01,
-2.19400e-01,1.40e-01,-7.99e-02,
-2.19300e-01,1.48e-01,-2.00e-02,
-2.19200e-01,1.48e-01,-2.00e-02,
-2.19100e-01,1.56e-01,0.00e+00,
-2.19000e-01,1.64e-01,-6.00e-02,
-2.18900e-01,1.40e-01,0.00e+00,
-2.18800e-01,1.64e-01,-7.99e-02,
-2.18700e-01,1.44e-01,0.00e+00,
-2.18600e-01,1.72e-01,-1.20e-01,
-2.18500e-01,1.48e-01,-1.00e-01,
-2.18400e-01,1.68e-01,-1.20e-01,
-2.18300e-01,1.56e-01,-1.60e-01,
-2.18200e-01,1.64e-01,-7.99e-02,
-2.18100e-01,1.64e-01,-2.00e-01,
-2.18000e-01,1.56e-01,-2.00e-02,
-2.17900e-01,1.68e-01,-2.80e-01,
-2.17800e-01,1.60e-01,-2.00e-02,
-2.17700e-01,1.68e-01,-2.80e-01,
-2.17600e-01,1.68e-01,-2.00e-02,
-2.17500e-01,1.56e-01,-2.00e-01,
-2.17400e-01,1.64e-01,-2.00e-02,
-2.17300e-01,1.56e-01,-1.00e-01,
-2.17200e-01,1.68e-01,-1.00e-01,
-2.17100e-01,1.64e-01,6.00e-02,
-2.17000e-01,1.68e-01,-1.40e-01,
-2.16900e-01,1.72e-01,1.00e-01,
-2.16800e-01,1.68e-01,-2.00e-01,
-2.16700e-01,1.72e-01,1.40e-01,
-2.16600e-01,1.72e-01,-2.00e-01,
-2.16500e-01,1.84e-01,6.00e-02,
-2.16400e-01,1.64e-01,-2.00e-01,
-2.16300e-01,1.92e-01,0.00e+00,
-2.16200e-01,1.76e-01,-1.20e-01,
-2.16100e-01,1.88e-01,-1.20e-01,
-2.16000e-01,1.80e-01,-2.00e-02,
-2.15900e-01,1.80e-01,-1.40e-01,
-2.15800e-01,1.88e-01,2.00e-02,
-2.15700e-01,1.84e-01,-1.80e-01,
-2.15600e-01,1.88e-01,4.00e-02,
-2.15500e-01,1.84e-01,-1.20e-01,
-2.15400e-01,1.84e-01,2.00e-02,
-2.15300e-01,1.84e-01,-1.40e-01,
-2.15200e-01,1.80e-01,-2.00e-02,
-2.15100e-01,1.92e-01,-1.20e-01,
-2.15000e-01,1.88e-01,-2.00e-02,
-2.14900e-01,1.92e-01,-1.20e-01,
-2.14800e-01,1.96e-01,-6.00e-02,
-2.14700e-01,1.96e-01,-1.00e-01,
-2.14600e-01,1.96e-01,-7.99e-02,
-2.14500e-01,2.00e-01,-6.00e-02,
-2.14400e-01,1.96e-01,-1.00e-01,
-2.14300e-01,1.92e-01,-7.99e-02,
-2.14200e-01,2.04e-01,-1.40e-01,
-2.14100e-01,2.00e-01,-7.99e-02,
-2.14000e-01,1.96e-01,-1.80e-01,
-2.13900e-01,1.88e-01,-7.99e-02,
-2.13800e-01,1.96e-01,-1.60e-01,
-2.13700e-01,1.96e-01,-2.00e-02,
-2.13600e-01,1.96e-01,-1.40e-01,
-2.13500e-01,2.00e-01,-2.00e-02,
-2.13400e-01,1.88e-01,-1.20e-01,
-2.13300e-01,2.04e-01,-7.99e-02,
-2.13200e-01,1.88e-01,-7.99e-02,
-2.13100e-01,2.04e-01,-1.00e-01,
-2.13000e-01,2.00e-01,-6.00e-02,
-2.12900e-01,2.04e-01,-1.20e-01,
-2.12800e-01,1.92e-01,-2.00e-02,
-2.12700e-01,1.96e-01,-1.20e-01,
-2.12600e-01,1.96e-01,-2.00e-02,
-2.12500e-01,2.00e-01,-7.99e-02,
-2.12400e-01,2.00e-01,-2.00e-02,
-2.12300e-01,2.00e-01,-7.99e-02,
-2.12200e-01,2.04e-01,-6.00e-02,
-2.12100e-01,2.04e-01,-7.99e-02,
-2.12000e-01,2.12e-01,-7.99e-02,
-2.11900e-01,1.96e-01,-7.99e-02,
-2.11800e-01,2.12e-01,-7.99e-02,
-2.11700e-01,2.04e-01,-6.00e-02,
-2.11600e-01,2.12e-01,-7.99e-02,
-2.11500e-01,2.00e-01,-6.00e-02,
-2.11400e-01,2.12e-01,-7.99e-02,
-2.11300e-01,1.96e-01,-2.00e-02,
-2.11200e-01,2.04e-01,0.00e+00,
-2.11100e-01,2.00e-01,-6.00e-02,
-2.11000e-01,2.04e-01,0.00e+00,
-2.10900e-01,2.12e-01,-7.99e-02,
-2.10800e-01,1.96e-01,0.00e+00,
-2.10700e-01,2.12e-01,-1.00e-01,
-2.10600e-01,1.96e-01,-2.00e-02,
-2.10500e-01,2.12e-01,-1.00e-01,
-2.10400e-01,2.04e-01,-7.99e-02,
-2.10300e-01,2.12e-01,-1.20e-01,
-2.10200e-01,2.08e-01,-1.60e-01,
-2.10100e-01,2.04e-01,-7.99e-02,
-2.10000e-01,2.08e-01,-2.20e-01,
-2.09900e-01,1.96e-01,-2.00e-02,
-2.09800e-01,2.08e-01,-2.60e-01,
-2.09700e-01,2.00e-01,0.00e+00,
-2.09600e-01,2.04e-01,-2.60e-01,
-2.09500e-01,2.00e-01,0.00e+00,
-2.09400e-01,1.96e-01,-2.00e-01,
-2.09300e-01,1.92e-01,-7.99e-02,
-2.09200e-01,1.88e-01,-7.99e-02,
-2.09100e-01,1.92e-01,-1.40e-01,
-2.09000e-01,1.92e-01,6.00e-02,
-2.08900e-01,2.00e-01,-1.80e-01,
-2.08800e-01,1.96e-01,1.40e-01,
-2.08700e-01,1.96e-01,-2.20e-01,
-2.08600e-01,2.04e-01,1.00e-01,
-2.08500e-01,1.88e-01,-2.40e-01,
-2.08400e-01,2.08e-01,4.00e-02,
-2.08300e-01,1.88e-01,-1.80e-01,
-2.08200e-01,2.12e-01,-6.00e-02,
-2.08100e-01,2.00e-01,-1.00e-01,
-2.08000e-01,2.04e-01,-1.20e-01,
-2.07900e-01,2.00e-01,0.00e+00,
-2.07800e-01,1.96e-01,-1.60e-01,
-2.07700e-01,2.00e-01,2.00e-02,
-2.07600e-01,1.92e-01,-1.80e-01,
-2.07500e-01,2.00e-01,0.00e+00,
-2.07400e-01,1.88e-01,-1.60e-01,
-2.07300e-01,2.00e-01,4.00e-02,
-2.07200e-01,1.88e-01,-1.20e-01,
-2.07100e-01,1.92e-01,2.00e-02,
-2.07000e-01,2.00e-01,-1.20e-01,
-2.06900e-01,1.96e-01,0.00e+00,
-2.06800e-01,2.00e-01,-7.99e-02,
-2.06700e-01,1.92e-01,0.00e+00,
-2.06600e-01,1.92e-01,-7.99e-02,
-2.06500e-01,1.92e-01,-7.99e-02,
-2.06400e-01,1.92e-01,-1.00e-01,
-2.06300e-01,1.96e-01,-1.20e-01,
-2.06200e-01,1.88e-01,-6.00e-02,
-2.06100e-01,1.96e-01,-1.40e-01,
-2.06000e-01,1.88e-01,-2.00e-02,
-2.05900e-01,1.88e-01,-1.60e-01,
-2.05800e-01,1.84e-01,-2.00e-02,
-2.05700e-01,1.84e-01,-1.60e-01,
-2.05600e-01,1.88e-01,-2.00e-02,
-2.05500e-01,1.72e-01,-1.40e-01,
-2.05400e-01,1.84e-01,-6.00e-02,
-2.05300e-01,1.72e-01,-7.99e-02,
-2.05200e-01,1.80e-01,-6.00e-02,
-2.05100e-01,1.68e-01,-6.00e-02,
-2.05000e-01,1.80e-01,-1.00e-01,
-2.04900e-01,1.72e-01,-2.00e-02,
-2.04800e-01,1.80e-01,-1.20e-01,
-2.04700e-01,1.64e-01,-2.00e-02,
-2.04600e-01,1.72e-01,-1.20e-01,
-2.04500e-01,1.68e-01,-6.00e-02,
-2.04400e-01,1.68e-01,-1.00e-01,
-2.04300e-01,1.72e-01,-6.00e-02,
-2.04200e-01,1.68e-01,-6.00e-02,
-2.04100e-01,1.76e-01,-6.00e-02,
-2.04000e-01,1.64e-01,-7.99e-02,
-2.03900e-01,1.80e-01,-7.99e-02,
-2.03800e-01,1.64e-01,-2.00e-02,
-2.03700e-01,1.84e-01,-7.99e-02,
-2.03600e-01,1.64e-01,-2.00e-02,
-2.03500e-01,1.72e-01,-7.99e-02,
-2.03400e-01,1.60e-01,-6.00e-02,
-2.03300e-01,1.72e-01,-2.00e-02,
-2.03200e-01,1.56e-01,-6.00e-02,
-2.03100e-01,1.60e-01,0.00e+00,
-2.03000e-01,1.56e-01,-7.99e-02,
-2.02900e-01,1.56e-01,0.00e+00,
-2.02800e-01,1.68e-01,-1.00e-01,
-2.02700e-01,1.44e-01,2.00e-02,
-2.02600e-01,1.68e-01,-6.00e-02,
-2.02500e-01,1.44e-01,0.00e+00,
-2.02400e-01,1.64e-01,-7.99e-02,
-2.02300e-01,1.48e-01,-7.99e-02,
-2.02200e-01,1.56e-01,-1.20e-01,
-2.02100e-01,1.56e-01,-1.80e-01,
-2.02000e-01,1.44e-01,-7.99e-02,
-2.01900e-01,1.48e-01,-2.60e-01,
-2.01800e-01,1.40e-01,-6.00e-02,
-2.01700e-01,1.44e-01,-2.80e-01,
-2.01600e-01,1.40e-01,0.00e+00,
-2.01500e-01,1.36e-01,-2.40e-01,
-2.01400e-01,1.36e-01,-2.00e-02,
-2.01300e-01,1.28e-01,-1.60e-01,
-2.01200e-01,1.36e-01,-1.00e-01,
-2.01100e-01,1.28e-01,-2.00e-02,
-2.01000e-01,1.28e-01,-1.60e-01,
-2.00900e-01,1.28e-01,6.00e-02,
-2.00800e-01,1.28e-01,-2.00e-01,
-2.00700e-01,1.28e-01,1.20e-01,
-2.00600e-01,1.28e-01,-2.20e-01,
-2.00500e-01,1.32e-01,1.20e-01,
-2.00400e-01,1.12e-01,-2.00e-01,
-2.00300e-01,1.40e-01,2.00e-02,
