X,CH1,CH2,
Second,Volt,Volt,
-3.71000e-02,-1.84e-01,-6.00e-02,
-3.70000e-02,-1.84e-01,-1.60e-01,
-3.69000e-02,-1.88e-01,-6.00e-02,
-3.68000e-02,-1.84e-01,-1.80e-01,
-3.67000e-02,-1.84e-01,-6.00e-02,
-3.66000e-02,-1.92e-01,-1.40e-01,
-3.65000e-02,-1.84e-01,-2.00e-02,
-3.64000e-02,-2.00e-01,-1.20e-01,
-3.63000e-02,-1.84e-01,-6.00e-02,
-3.62000e-02,-2.00e-01,-7.99e-02,
-3.61000e-02,-1.88e-01,-1.00e-01,
-3.60000e-02,-1.96e-01,-7.99e-02,
-3.59000e-02,-1.92e-01,-1.20e-01,
-3.58000e-02,-2.00e-01,-2.00e-02,
-3.57000e-02,-1.92e-01,-1.00e-01,
-3.56000e-02,-2.00e-01,-2.00e-02,
-3.55000e-02,-1.92e-01,-1.00e-01,
-3.54000e-02,-1.92e-01,-2.00e-02,
-3.53000e-02,-1.96e-01,-1.00e-01,
-3.52000e-02,-1.84e-01,-6.00e-02,
-3.51000e-02,-2.00e-01,-7.99e-02,
-3.50000e-02,-1.84e-01,-7.99e-02,
-3.49000e-02,-2.00e-01,-1.00e-01,
-3.48000e-02,-1.84e-01,-1.20e-01,
-3.47000e-02,-1.92e-01,-7.99e-02,
-3.46000e-02,-1.80e-01,-7.99e-02,
-3.45000e-02,-2.04e-01,-6.00e-02,
-3.44000e-02,-1.88e-01,-6.00e-02,
-3.43000e-02,-2.04e-01,-6.00e-02,
-3.42000e-02,-1.96e-01,-2.00e-02,
-3.41000e-02,-1.96e-01,-6.00e-02,
-3.40000e-02,-2.00e-01,-2.00e-02,
-3.39000e-02,-1.84e-01,-7.99e-02,
-3.38000e-02,-2.04e-01,0.00e+00,
-3.37000e-02,-1.84e-01,-1.00e-01,
-3.36000e-02,-2.08e-01,-2.00e-02,
-3.35000e-02,-1.84e-01,-1.20e-01,
-3.34000e-02,-2.04e-01,-1.20e-01,
-3.33000e-02,-1.92e-01,-1.20e-01,
-3.32000e-02,-1.92e-01,-1.80e-01,
-3.31000e-02,-2.00e-01,-7.99e-02,
-3.30000e-02,-1.92e-01,-2.20e-01,
-3.29000e-02,-2.08e-01,-2.00e-02,
-3.28000e-02,-1.92e-01,-2.80e-01,
-3.27000e-02,-2.00e-01,-2.00e-02,
-3.26000e-02,-2.00e-01,-2.40e-01,
-3.25000e-02,-2.04e-01,-2.00e-02,
-3.24000e-02,-2.08e-01,-2.00e-01,
-3.23000e-02,-2.08e-01,-7.99e-02,
-3.22000e-02,-2.08e-01,-7.99e-02,
-3.21000e-02,-2.08e-01,-1.40e-01,
-3.20000e-02,-2.08e-01,4.00e-02,
-3.19000e-02,-2.04e-01,-2.00e-01,
-3.18000e-02,-2.08e-01,7.99e-02,
-3.17000e-02,-2.04e-01,-2.40e-01,
-3.16000e-02,-2.00e-01,1.20e-01,
-3.15000e-02,-2.08e-01,-2.20e-01,
-3.14000e-02,-1.88e-01,7.99e-02,
-3.13000e-02,-2.08e-01,-1.60e-01,
-3.12000e-02,-1.88e-01,-2.00e-02,
-3.11000e-02,-2.00e-01,-1.00e-01,
-3.10000e-02,-1.96e-01,-1.40e-01,
-3.09000e-02,-1.92e-01,0.00e+00,
-3.08000e-02,-2.04e-01,-1.40e-01,
-3.07000e-02,-1.88e-01,2.00e-02,
-3.06000e-02,-2.00e-01,-1.60e-01,
-3.05000e-02,-1.92e-01,4.00e-02,
-3.04000e-02,-2.04e-01,-1.20e-01,
-3.03000e-02,-1.96e-01,2.00e-02,
-3.02000e-02,-2.00e-01,-1.20e-01,
-3.01000e-02,-1.92e-01,2.00e-02,
-3.00000e-02,-2.00e-01,-1.20e-01,
-2.99000e-02,-1.92e-01,0.00e+00,
-2.98000e-02,-1.88e-01,-1.00e-01,
-2.97000e-02,-1.96e-01,-6.00e-02,
-2.96000e-02,-1.92e-01,-7.99e-02,
-2.95000e-02,-1.92e-01,-6.00e-02,
-2.94000e-02,-1.92e-01,-7.99e-02,
-2.93000e-02,-1.88e-01,-1.20e-01,
-2.92000e-02,-1.92e-01,-6.00e-02,
-2.91000e-02,-1.84e-01,-1.60e-01,
-2.90000e-02,-2.00e-01,-2.00e-02,
-2.89000e-02,-1.88e-01,-1.80e-01,
-2.88000e-02,-1.92e-01,-7.99e-02,
-2.87000e-02,-1.92e-01,-2.00e-01,
-2.86000e-02,-1.88e-01,-7.99e-02,
-2.85000e-02,-1.92e-01,-1.20e-01,
-2.84000e-02,-1.88e-01,-2.00e-02,
-2.83000e-02,-2.04e-01,-7.99e-02,
-2.82000e-02,-1.84e-01,-7.99e-02,
-2.81000e-02,-2.00e-01,-7.99e-02,
-2.80000e-02,-1.88e-01,-1.20e-01,
-2.79000e-02,-1.96e-01,-7.99e-02,
-2.78000e-02,-1.88e-01,-1.20e-01,
-2.77000e-02,-1.92e-01,-2.00e-02,
-2.76000e-02,-1.88e-01,-1.00e-01,
-2.75000e-02,-1.84e-01,-6.00e-02,
-2.74000e-02,-1.84e-01,-1.00e-01,
-2.73000e-02,-1.80e-01,-6.00e-02,
-2.72000e-02,-1.84e-01,-7.99e-02,
-2.71000e-02,-1.80e-01,-2.00e-02,
-2.70000e-02,-1.84e-01,-6.00e-02,
-2.69000e-02,-1.72e-01,-6.00e-02,
-2.68000e-02,-1.84e-01,-6.00e-02,
-2.67000e-02,-1.64e-01,-7.99e-02,
-2.66000e-02,-1.84e-01,-6.00e-02,
-2.65000e-02,-1.64e-01,-7.99e-02,
-2.64000e-02,-1.80e-01,-7.99e-02,
-2.63000e-02,-1.72e-01,-7.99e-02,
-2.62000e-02,-1.80e-01,-7.99e-02,
-2.61000e-02,-1.72e-01,-2.00e-02,
-2.60000e-02,-1.72e-01,-7.99e-02,
-2.59000e-02,-1.76e-01,0.00e+00,
-2.58000e-02,-1.56e-01,-7.99e-02,
-2.57000e-02,-1.80e-01,0.00e+00,
-2.56000e-02,-1.56e-01,-1.20e-01,
-2.55000e-02,-1.76e-01,-2.00e-02,
-2.54000e-02,-1.52e-01,-1.00e-01,
-2.53000e-02,-1.64e-01,-1.00e-01,
-2.52000e-02,-1.64e-01,-7.99e-02,
-2.51000e-02,-1.56e-01,-2.00e-01,
-2.50000e-02,-1.64e-01,-1.00e-01,
-2.49000e-02,-1.64e-01,-2.80e-01,
-2.48000e-02,-1.68e-01,-6.00e-02,
-2.47000e-02,-1.64e-01,-2.80e-01,
-2.46000e-02,-1.60e-01,2.00e-02,
-2.45000e-02,-1.64e-01,-2.40e-01,
-2.44000e-02,-1.68e-01,-2.00e-02,
-2.43000e-02,-1.64e-01,-1.60e-01,
-2.42000e-02,-1.68e-01,-1.20e-01,
-2.41000e-02,-1.64e-01,-2.00e-02,
-2.40000e-02,-1.64e-01,-1.60e-01,
-2.39000e-02,-1.60e-01,7.99e-02,
-2.38000e-02,-1.56e-01,-2.00e-01,
-2.37000e-02,-1.56e-01,1.00e-01,
-2.36000e-02,-1.60e-01,-2.20e-01,
-2.35000e-02,-1.40e-01,7.99e-02,
-2.34000e-02,-1.56e-01,-2.00e-01,
-2.33000e-02,-1.32e-01,0.00e+00,
-2.32000e-02,-1.48e-01,-1.40e-01,
-2.31000e-02,-1.36e-01,-7.99e-02,
-2.30000e-02,-1.40e-01,-7.99e-02,
-2.29000e-02,-1.44e-01,-1.20e-01,
-2.28000e-02,-1.40e-01,2.00e-02,
-2.27000e-02,-1.40e-01,-1.60e-01,
-2.26000e-02,-1.28e-01,2.00e-02,
-2.25000e-02,-1.36e-01,-1.60e-01,
-2.24000e-02,-1.32e-01,0.00e+00,
-2.23000e-02,-1.40e-01,-1.40e-01,
-2.22000e-02,-1.32e-01,0.00e+00,
-2.21000e-02,-1.32e-01,-1.00e-01,
-2.20000e-02,-1.24e-01,0.00e+00,
-2.19000e-02,-1.24e-01,-1.00e-01,
-2.18000e-02,-1.28e-01,0.00e+00,
-2.17000e-02,-1.24e-01,-1.00e-01,
-2.16000e-02,-1.16e-01,-6.00e-02,
-2.15000e-02,-1.20e-01,-1.00e-01,
-2.14000e-02,-1.16e-01,-1.00e-01,
-2.13000e-02,-1.12e-01,-7.99e-02,
-2.12000e-02,-1.16e-01,-1.60e-01,
-2.11000e-02,-1.16e-01,-7.99e-02,
-2.10000e-02,-1.08e-01,-1.60e-01,
-2.09000e-02,-1.16e-01,-6.00e-02,
-2.08000e-02,-1.12e-01,-1.80e-01,
-2.07000e-02,-1.04e-01,-7.99e-02,
-2.06000e-02,-1.12e-01,-1.80e-01,
-2.05000e-02,-1.04e-01,-7.99e-02,
-2.04000e-02,-1.16e-01,-1.40e-01,
-2.03000e-02,-1.00e-01,-7.99e-02,
-2.02000e-02,-1.16e-01,-7.99e-02,
-2.01000e-02,-1.00e-01,-1.00e-01,
-2.00000e-02,-1.08e-01,-2.00e-02,
-1.99000e-02,-9.20e-02,-1.20e-01,
-1.98000e-02,-1.04e-01,-2.00e-02,
-1.97000e-02,-9.60e-02,-1.00e-01,
-1.96000e-02,-1.00e-01,-2.00e-02,
-1.95000e-02,-9.20e-02,-7.99e-02,
-1.94000e-02,-8.79e-02,-2.00e-02,
-1.93000e-02,-8.79e-02,-7.99e-02,
-1.92000e-02,-7.99e-02,-6.00e-02,
-1.91000e-02,-7.99e-02,-7.99e-02,
-1.90000e-02,-6.80e-02,-7.99e-02,
-1.89000e-02,-8.40e-02,-7.99e-02,
-1.88000e-02,-6.40e-02,-1.00e-01,
-1.87000e-02,-7.59e-02,-7.99e-02,
-1.86000e-02,-6.00e-02,-7.99e-02,
-1.85000e-02,-6.80e-02,-2.00e-02,
-1.84000e-02,-6.00e-02,-2.00e-02,
-1.83000e-02,-7.59e-02,-2.00e-02,
-1.82000e-02,-6.40e-02,-2.00e-02,
-1.81000e-02,-6.80e-02,-7.99e-02,
-1.80000e-02,-6.00e-02,0.00e+00,
-1.79000e-02,-5.60e-02,-6.00e-02,
-1.78000e-02,-6.40e-02,0.00e+00,
-1.77000e-02,-4.40e-02,-7.99e-02,
-1.76000e-02,-6.80e-02,0.00e+00,
-1.75000e-02,-4.00e-02,-1.00e-01,
-1.74000e-02,-6.00e-02,-7.99e-02,
-1.73000e-02,-3.60e-02,-1.20e-01,
-1.72000e-02,-4.80e-02,-1.40e-01,
-1.71000e-02,-4.40e-02,-1.00e-01,
-1.70000e-02,-4.00e-02,-2.20e-01,
-1.69000e-02,-4.80e-02,-2.00e-02,
-1.68000e-02,-3.60e-02,-2.60e-01,
-1.67000e-02,-4.40e-02,-2.00e-02,
-1.66000e-02,-3.60e-02,-2.80e-01,
-1.65000e-02,-3.60e-02,-2.00e-02,
-1.64000e-02,-3.60e-02,-2.20e-01,
-1.63000e-02,-4.40e-02,-2.00e-02,
-1.62000e-02,-4.00e-02,-1.20e-01,
-1.61000e-02,-4.00e-02,-1.20e-01,
-1.60000e-02,-3.60e-02,0.00e+00,
-1.59000e-02,-3.20e-02,-1.60e-01,
-1.58000e-02,-3.20e-02,7.99e-02,
-1.57000e-02,-2.80e-02,-2.20e-01,
-1.56000e-02,-2.80e-02,1.00e-01,
-1.55000e-02,-2.80e-02,-2.20e-01,
-1.54000e-02,-1.60e-02,7.99e-02,
-1.53000e-02,-2.80e-02,-1.80e-01,
-1.52000e-02,-8.00e-03,0.00e+00,
-1.51000e-02,-1.60e-02,-1.20e-01,
-1.50000e-02,-8.00e-03,-6.00e-02,
-1.49000e-02,-1.20e-02,-2.00e-02,
-1.48000e-02,-1.20e-02,-1.40e-01,
-1.47000e-02,-4.00e-03,2.00e-02,
-1.46000e-02,-8.00e-03,-1.60e-01,
-1.45000e-02,0.00e+00,2.00e-02,
-1.44000e-02,-8.00e-03,-1.40e-01,
-1.43000e-02,4.00e-03,2.00e-02,
-1.42000e-02,-4.00e-03,-1.20e-01,
-1.41000e-02,4.00e-03,0.00e+00,
-1.40000e-02,8.00e-03,-1.20e-01,
-1.39000e-02,8.00e-03,2.00e-02,
-1.38000e-02,1.20e-02,-7.99e-02,
-1.37000e-02,8.00e-03,-2.00e-02,
-1.36000e-02,8.00e-03,-1.20e-01,
-1.35000e-02,1.20e-02,-7.99e-02,
-1.34000e-02,1.60e-02,-1.00e-01,
-1.33000e-02,2.40e-02,-1.20e-01,
-1.32000e-02,2.00e-02,-7.99e-02,
-1.31000e-02,2.80e-02,-1.40e-01,
-1.30000e-02,1.60e-02,-6.00e-02,
-1.29000e-02,3.20e-02,-1.60e-01,
-1.28000e-02,1.60e-02,-7.99e-02,
-1.27000e-02,2.40e-02,-1.80e-01,
-1.26000e-02,2.40e-02,-7.99e-02,
-1.25000e-02,2.40e-02,-1.60e-01,
-1.24000e-02,3.20e-02,-6.00e-02,
-1.23000e-02,1.60e-02,-1.20e-01,
-1.22000e-02,4.00e-02,-7.99e-02,
-1.21000e-02,2.40e-02,-6.00e-02,
-1.20000e-02,4.00e-02,-7.99e-02,
-1.19000e-02,3.60e-02,-2.00e-02,
-1.18000e-02,4.00e-02,-1.20e-01,
-1.17000e-02,4.00e-02,-6.00e-02,
-1.16000e-02,4.40e-02,-1.20e-01,
-1.15000e-02,4.00e-02,-6.00e-02,
-1.14000e-02,4.80e-02,-1.00e-01,
-1.13000e-02,5.20e-02,-2.00e-02,
-1.12000e-02,5.60e-02,-1.00e-01,
-1.11000e-02,6.40e-02,-7.99e-02,
-1.10000e-02,5.60e-02,-6.00e-02,
-1.09000e-02,6.40e-02,-6.00e-02,
-1.08000e-02,5.60e-02,-6.00e-02,
-1.07000e-02,7.59e-02,-1.00e-01,
-1.06000e-02,6.00e-02,-7.99e-02,
-1.05000e-02,7.99e-02,-1.00e-01,
-1.04000e-02,6.80e-02,-1.00e-01,
-1.03000e-02,7.59e-02,-7.99e-02,
-1.02000e-02,7.20e-02,-7.99e-02,
-1.01000e-02,7.59e-02,-2.00e-02,
-1.00000e-02,7.20e-02,-6.00e-02,
-9.90000e-03,7.59e-02,0.00e+00,
-9.80000e-03,8.79e-02,-7.99e-02,
-9.70000e-03,7.20e-02,0.00e+00,
-9.60000e-03,9.20e-02,-1.00e-01,
-9.50000e-03,7.20e-02,-2.00e-02,
-9.40000e-03,1.04e-01,-1.20e-01,
-9.30000e-03,8.40e-02,-7.99e-02,
-9.20000e-03,1.00e-01,-1.00e-01,
-9.10000e-03,9.60e-02,-1.40e-01,
-9.00000e-03,9.60e-02,-7.99e-02,
-8.90000e-03,1.04e-01,-2.40e-01,
-8.80000e-03,9.60e-02,-6.00e-02,
-8.70000e-03,1.04e-01,-2.80e-01,
-8.60000e-03,9.60e-02,-2.00e-02,
-8.50000e-03,1.04e-01,-2.60e-01,
-8.40000e-03,9.60e-02,0.00e+00,
-8.30000e-03,1.00e-01,-1.80e-01,
-8.20000e-03,9.60e-02,-2.00e-02,
-8.10000e-03,8.79e-02,-7.99e-02,
-8.00000e-03,9.60e-02,-1.00e-01,
-7.90000e-03,1.04e-01,6.00e-02,
-7.80000e-03,1.04e-01,-1.80e-01,
-7.70000e-03,1.12e-01,1.00e-01,
-7.60000e-03,1.08e-01,-2.00e-01,
-7.50000e-03,1.12e-01,7.99e-02,
-7.40000e-03,1.04e-01,-2.40e-01,
-7.30000e-03,1.32e-01,6.00e-02,
-7.20000e-03,1.04e-01,-1.80e-01,
-7.10000e-03,1.36e-01,-2.00e-02,
-7.00000e-03,1.20e-01,-1.20e-01,
-6.90000e-03,1.24e-01,-1.20e-01,
-6.80000e-03,1.28e-01,-2.00e-02,
-6.70000e-03,1.32e-01,-1.80e-01,
-6.60000e-03,1.32e-01,0.00e+00,
-6.50000e-03,1.28e-01,-1.80e-01,
-6.40000e-03,1.36e-01,2.00e-02,
-6.30000e-03,1.28e-01,-1.20e-01,
-6.20000e-03,1.36e-01,2.00e-02,
-6.10000e-03,1.32e-01,-1.20e-01,
-6.00000e-03,1.36e-01,2.00e-02,
-5.90000e-03,1.36e-01,-1.20e-01,
-5.80000e-03,1.36e-01,-2.00e-02,
-5.70000e-03,1.36e-01,-1.00e-01,
-5.60000e-03,1.36e-01,-2.00e-02,
-5.50000e-03,1.40e-01,-7.99e-02,
-5.40000e-03,1.44e-01,-6.00e-02,
-5.30000e-03,1.48e-01,-7.99e-02,
-5.20000e-03,1.48e-01,-1.20e-01,
-5.10000e-03,1.48e-01,-7.99e-02,
-5.00000e-03,1.56e-01,-1.40e-01,
-4.90000e-03,1.48e-01,-2.00e-02,
-4.80000e-03,1.48e-01,-1.40e-01,
-4.70000e-03,1.48e-01,-6.00e-02,
-4.60000e-03,1.48e-01,-1.60e-01,
-4.50000e-03,1.56e-01,-6.00e-02,
-4.40000e-03,1.48e-01,-1.40e-01,
-4.30000e-03,1.56e-01,-7.99e-02,
-4.20000e-03,1.40e-01,-1.20e-01,
-4.10000e-03,1.56e-01,-1.00e-01,
-4.00000e-03,1.40e-01,-1.00e-01,
-3.90000e-03,1.56e-01,-1.20e-01,
-3.80000e-03,1.52e-01,-7.99e-02,
-3.70000e-03,1.64e-01,-1.00e-01,
-3.60000e-03,1.52e-01,-2.00e-02,
-3.50000e-03,1.56e-01,-1.00e-01,
-3.40000e-03,1.60e-01,-2.00e-02,
-3.30000e-03,1.68e-01,-7.99e-02,
-3.20000e-03,1.72e-01,-6.00e-02,
-3.10000e-03,1.68e-01,-7.99e-02,
-3.00000e-03,1.80e-01,-6.00e-02,
-2.90000e-03,1.68e-01,-7.99e-02,
-2.80000e-03,1.80e-01,-7.99e-02,
-2.70000e-03,1.68e-01,-7.99e-02,
-2.60000e-03,1.88e-01,-1.00e-01,
-2.50000e-03,1.72e-01,-7.99e-02,
-2.40000e-03,1.84e-01,-7.99e-02,
-2.30000e-03,1.72e-01,-7.99e-02,
-2.20000e-03,1.84e-01,-6.00e-02,
-2.10000e-03,1.72e-01,-6.00e-02,
-2.00000e-03,1.88e-01,-2.00e-02,
-1.90000e-03,1.80e-01,-7.99e-02,
-1.80000e-03,1.84e-01,0.00e+00,
-1.70000e-03,1.92e-01,-1.00e-01,
-1.60000e-03,1.72e-01,-2.00e-02,
-1.50000e-03,2.00e-01,-1.00e-01,
-1.40000e-03,1.76e-01,-2.00e-02,
-1.30000e-03,2.00e-01,-1.20e-01,
-1.20000e-03,1.80e-01,-1.20e-01,
-1.10000e-03,1.96e-01,-1.20e-01,
-1.00000e-03,1.92e-01,-2.00e-01,
-9.00000e-04,1.88e-01,-1.00e-01,
-7.99999e-04,1.92e-01,-2.60e-01,
-7.00000e-04,1.88e-01,-2.00e-02,
-6.00000e-04,1.88e-01,-2.60e-01,
-5.00000e-04,1.96e-01,0.00e+00,
-4.00000e-04,1.92e-01,-2.60e-01,
-3.00000e-04,1.84e-01,-6.00e-02,
-2.00000e-04,1.80e-01,-1.60e-01,
-9.99997e-05,1.84e-01,-6.00e-02,
1.23680e-10,1.84e-01,8.60e-01,
1.00000e-04,1.88e-01,7.80e-01,
2.00000e-04,1.88e-01,9.80e-01,
3.00000e-04,1.92e-01,7.40e-01,
4.00000e-04,1.88e-01,1.02e+00,
5.00000e-04,1.92e-01,7.20e-01,
6.00000e-04,1.96e-01,1.00e+00,
7.00000e-04,1.88e-01,7.20e-01,
8.00000e-04,2.08e-01,9.40e-01,
9.00000e-04,1.92e-01,7.60e-01,
1.00000e-03,2.12e-01,8.40e-01,
1.10000e-03,1.96e-01,8.00e-01,
1.20000e-03,2.00e-01,-1.02e+00,
1.30000e-03,2.04e-01,-9.40e-01,
1.40000e-03,2.00e-01,-1.06e+00,
1.50000e-03,2.04e-01,-8.80e-01,
1.60000e-03,2.00e-01,-1.04e+00,
1.70000e-03,2.04e-01,-8.60e-01,
1.80000e-03,2.00e-01,-1.02e+00,
1.90000e-03,2.04e-01,-8.80e-01,
2.00000e-03,1.96e-01,-9.60e-01,
2.10000e-03,2.04e-01,-8.80e-01,
2.20000e-03,2.04e-01,-9.80e-01,
2.30000e-03,2.04e-01,-9.20e-01,
2.40000e-03,2.12e-01,-1.80e-01,
2.50000e-03,2.04e-01,-6.00e-02,
2.60000e-03,2.04e-01,-1.00e-01,
2.70000e-03,2.04e-01,-1.00e-01,
2.80000e-03,2.08e-01,-7.99e-02,
2.90000e-03,2.12e-01,-1.20e-01,
3.00000e-03,2.04e-01,-7.99e-02,
3.10000e-03,2.12e-01,-1.60e-01,
3.20000e-03,2.00e-01,-6.00e-02,
3.30000e-03,2.00e-01,-1.60e-01,
3.40000e-03,2.08e-01,-6.00e-02,
3.50000e-03,2.00e-01,-1.40e-01,
3.60000e-03,2.12e-01,-2.00e-02,
3.70000e-03,1.96e-01,-1.40e-01,
3.80000e-03,2.04e-01,-7.99e-02,
3.90000e-03,1.92e-01,-1.00e-01,
4.00000e-03,2.08e-01,-1.00e-01,
4.10000e-03,1.96e-01,-6.00e-02,
4.20000e-03,2.00e-01,-1.20e-01,
4.30000e-03,2.04e-01,-2.00e-02,
4.40000e-03,2.00e-01,-1.20e-01,
4.50000e-03,1.96e-01,-2.00e-02,
4.60000e-03,2.00e-01,-7.99e-02,
4.70000e-03,2.00e-01,-2.00e-02,
4.80000e-03,2.00e-01,-1.00e-01,
4.90000e-03,2.08e-01,-7.99e-02,
5.00000e-03,2.00e-01,-1.00e-01,
5.10000e-03,2.12e-01,-6.00e-02,
5.20000e-03,2.00e-01,-7.99e-02,
5.30000e-03,2.12e-01,-7.99e-02,
5.40000e-03,2.00e-01,-6.00e-02,
5.50000e-03,2.20e-01,-7.99e-02,
5.60000e-03,1.96e-01,-6.00e-02,
5.70000e-03,2.08e-01,-6.00e-02,
5.80000e-03,1.96e-01,-6.00e-02,
5.90000e-03,2.00e-01,-2.00e-02,
6.00000e-03,1.88e-01,-6.00e-02,
6.10000e-03,2.04e-01,-2.00e-02,
6.20000e-03,2.04e-01,-2.00e-02,
6.30000e-03,2.00e-01,2.00e-02,
6.40000e-03,2.12e-01,-6.00e-02,
6.50000e-03,1.88e-01,0.00e+00,
6.60000e-03,2.12e-01,-1.20e-01,
6.70000e-03,1.92e-01,-7.99e-02,
6.80000e-03,2.08e-01,-1.20e-01,
6.90000e-03,2.00e-01,-1.20e-01,
7.00000e-03,2.00e-01,-7.99e-02,
7.10000e-03,2.00e-01,-2.00e-01,
7.20000e-03,1.96e-01,-6.00e-02,
7.30000e-03,2.00e-01,-2.60e-01,
7.40000e-03,1.88e-01,-2.00e-02,
7.50000e-03,1.88e-01,-2.80e-01,
7.60000e-03,1.88e-01,0.00e+00,
7.70000e-03,1.88e-01,-2.20e-01,
7.80000e-03,1.80e-01,-2.00e-02,
7.90000e-03,1.88e-01,-1.20e-01,
8.00000e-03,1.84e-01,-1.00e-01,
8.10000e-03,1.80e-01,0.00e+00,
8.20000e-03,1.88e-01,-1.60e-01,
8.30000e-03,1.80e-01,7.99e-02,
8.40000e-03,1.84e-01,-2.00e-01,
8.50000e-03,1.80e-01,1.00e-01,
8.60000e-03,1.76e-01,-2.20e-01,
8.70000e-03,1.88e-01,7.99e-02,
8.80000e-03,1.68e-01,-2.00e-01,
8.90000e-03,2.00e-01,0.00e+00,
9.00000e-03,1.80e-01,-1.40e-01,
9.10000e-03,1.88e-01,-7.99e-02,
9.20000e-03,1.88e-01,-2.00e-02,
9.30000e-03,1.76e-01,-1.60e-01,
9.40000e-03,1.84e-01,-2.00e-02,
9.50000e-03,1.76e-01,-1.80e-01,
9.60000e-03,1.80e-01,2.00e-02,
9.70000e-03,1.72e-01,-1.20e-01,
9.80000e-03,1.80e-01,0.00e+00,
9.90000e-03,1.72e-01,-1.40e-01,
1.00000e-02,1.76e-01,2.00e-02,
1.01000e-02,1.76e-01,-1.20e-01,
1.02000e-02,1.72e-01,0.00e+00,
1.03000e-02,1.76e-01,-1.20e-01,
1.04000e-02,1.72e-01,-2.00e-02,
1.05000e-02,1.76e-01,-1.00e-01,
1.06000e-02,1.72e-01,-7.99e-02,
1.07000e-02,1.68e-01,-1.20e-01,
1.08000e-02,1.76e-01,-1.20e-01,
1.09000e-02,1.68e-01,-1.00e-01,
1.10000e-02,1.72e-01,-1.40e-01,
1.11000e-02,1.56e-01,-2.00e-02,
1.12000e-02,1.64e-01,-1.40e-01,
1.13000e-02,1.56e-01,-2.00e-02,
1.14000e-02,1.56e-01,-1.60e-01,
1.15000e-02,1.56e-01,-6.00e-02,
1.16000e-02,1.48e-01,-1.60e-01,
1.17000e-02,1.60e-01,-6.00e-02,
1.18000e-02,1.40e-01,-1.20e-01,
1.19000e-02,1.56e-01,-7.99e-02,
1.20000e-02,1.40e-01,-7.99e-02,
1.21000e-02,1.48e-01,-1.00e-01,
1.22000e-02,1.44e-01,-2.00e-02,
1.23000e-02,1.44e-01,-1.00e-01,
1.24000e-02,1.40e-01,-2.00e-02,
1.25000e-02,1.44e-01,-1.20e-01,
1.26000e-02,1.36e-01,-2.00e-02,
1.27000e-02,1.44e-01,-1.20e-01,
1.28000e-02,1.40e-01,-2.00e-02,
1.29000e-02,1.40e-01,-1.20e-01,
1.30000e-02,1.44e-01,-7.99e-02,
1.31000e-02,1.40e-01,-7.99e-02,
1.32000e-02,1.40e-01,-6.00e-02,
1.33000e-02,1.32e-01,-2.00e-02,
1.34000e-02,1.40e-01,-6.00e-02,
1.35000e-02,1.32e-01,-2.00e-02,
1.36000e-02,1.40e-01,-7.99e-02,
1.37000e-02,1.32e-01,-7.99e-02,
1.38000e-02,1.36e-01,-7.99e-02,
1.39000e-02,1.24e-01,-6.00e-02,
1.40000e-02,1.32e-01,-7.99e-02,
1.41000e-02,1.24e-01,-7.99e-02,
1.42000e-02,1.28e-01,-2.00e-02,
1.43000e-02,1.28e-01,-7.99e-02,
1.44000e-02,1.20e-01,0.00e+00,
1.45000e-02,1.28e-01,-1.00e-01,
1.46000e-02,1.08e-01,-2.00e-02,
1.47000e-02,1.36e-01,-1.20e-01,
1.48000e-02,1.08e-01,-7.99e-02,
1.49000e-02,1.16e-01,-1.20e-01,
1.50000e-02,1.12e-01,-1.40e-01,
1.51000e-02,1.12e-01,-7.99e-02,
1.52000e-02,1.16e-01,-2.20e-01,
1.53000e-02,1.00e-01,-6.00e-02,
1.54000e-02,1.12e-01,-2.80e-01,
1.55000e-02,1.04e-01,-2.00e-02,
1.56000e-02,1.04e-01,-2.80e-01,
1.57000e-02,1.00e-01,-2.00e-02,
1.58000e-02,9.60e-02,-2.20e-01,
1.59000e-02,8.79e-02,-7.99e-02,
1.60000e-02,8.79e-02,-1.20e-01,
1.61000e-02,8.79e-02,-1.40e-01,
1.62000e-02,8.40e-02,2.00e-02,
1.63000e-02,8.79e-02,-1.80e-01,
1.64000e-02,7.99e-02,1.00e-01,
1.65000e-02,8.79e-02,-2.00e-01,
1.66000e-02,8.40e-02,1.00e-01,
1.67000e-02,7.99e-02,-2.00e-01,
1.68000e-02,9.60e-02,1.00e-01,
1.69000e-02,6.40e-02,-1.80e-01,
1.70000e-02,9.20e-02,2.00e-02,
1.71000e-02,7.59e-02,-1.00e-01,
1.72000e-02,8.40e-02,-1.20e-01,
1.73000e-02,7.59e-02,-2.00e-02,
1.74000e-02,7.20e-02,-1.60e-01,
1.75000e-02,7.99e-02,0.00e+00,
1.76000e-02,6.40e-02,-1.80e-01,
1.77000e-02,7.20e-02,0.00e+00,
1.78000e-02,6.40e-02,-1.80e-01,
1.79000e-02,6.40e-02,0.00e+00,
1.80000e-02,6.00e-02,-1.20e-01,
1.81000e-02,5.60e-02,2.00e-02,
1.82000e-02,6.40e-02,-1.00e-01,
1.83000e-02,6.40e-02,0.00e+00,
1.84000e-02,6.40e-02,-7.99e-02,
1.85000e-02,4.80e-02,-2.00e-02,
1.86000e-02,5.20e-02,-7.99e-02,
1.87000e-02,5.60e-02,-6.00e-02,
1.88000e-02,4.80e-02,-7.99e-02,
